Kalkış-Varış;Tarife Fiyatı;Tarife İndirimli;KM;Fiyat/KM
Karacabey - Karamürsel;1515;1060,5;162;9,35
Araç - Karacabey;2670;1869;544;4,91
Karacabey - Kastamonu;2260;1582;589;3,84
Karacabey - Kayseri;2260;1582;780;2,9
Karacabey - Kırıkkale;1410;987;546;2,58
Karacabey - Lüleburgaz;1575;1102,5;359;4,39
Karacabey - Kırklareli;1435;1004,5;377;3,81
Gebze - Karacabey;1130;791;248;4,56
Ilgın - Karacabey;1300;910;498;2,61
Karacabey - Konya;1580;1106;587;2,69
Karacabey - Mercan;2710;1897;1258;2,15
Karacabey - Tarsus;2260;1582;901;2,51
Karacabey - Mersin;2260;1582;924;2,45
Karacabey - Merzifon;1920;1344;707;2,72
Karacabey - Mucur;1640;1148;655;2,5
Datça - Karacabey;1970;1379;601;3,28
Karacabey - Marmaris;1840;1288;534;3,45
Karacabey - Nazilli;1360;952;402;3,38
Göreme - Karacabey;1750;1225;725;2,41
Avanos - Karacabey;1750;1225;732;2,39
Karacabey - Of;2540;1778;1192;2,13
Fatsa - Karacabey;2150;1505;924;2,33
Karacabey - Ünye;2150;1505;903;2,38
Düziçi - Karacabey;2090;1463;1052;1,99
Karacabey - Payas;2370;1659;1047;2,26
Karacabey - Perşembe;2200;1540;967;2,28
Karacabey - Piraziz;2320;1624;986;2,35
Karacabey - Polatlı;1360;952;387;3,51
Karacabey - Sakarya;1290;903;233;5,54
Karacabey - Kavak;1920;1344;768;2,5
Karacabey - Sarıkaya;2260;1582;765;2,95
Karacabey - Seferihisar;1360;952;328;4,15
Gerze - Karacabey;2500;1750;748;3,34
Karacabey - Susurluk;375;262,5;47;7,98
Karacabey - Sürmene;2420;1694;1178;2,05
Çorlu - Karacabey;1410;987;354;3,98
Karacabey - Tekirdağ;1350;945;314;4,3
Karacabey - Tekkeköy;2090;1463;828;2,52
Karacabey - Tercan;2710;1897;1258;2,15
Karacabey - Terme;2090;1463;873;2,39
Beşikdüzü - Karacabey;2420;1694;1092;2,22
Karacabey - Vakfıkebir;2420;1694;1096;2,21
Erciş - Karacabey;3220;2254;1623;1,98
Karacabey - Yalova;780;546;134;5,82
Karacabey - Yerköy;1865;1305,5;655;2,85
Boğazlıyan - Karacabey;2260;1582;758;2,98
Karacabey - Yozgat;1865;1305,5;686;2,72
Karacabey - Zara;2260;1582;982;2,3
Gökçebey - Karacabey;1850;1295;467;3,96
Adana - Karaman;1190;833;313;3,8
Kahta - Karaman;1980;1386;683;2,9
Adıyaman - Karaman;1980;1386;649;3,05
Ceyhan - Karaman;1245;871,5;363;3,43
Diyarbakır - Karaman;2090;1463;873;2,39
Erdemli - Karaman;1010;707;202;5
Gölbaşı (Adıyaman) - Karaman;1980;1386;585;3,38
Karaman - Konya;465;325,5;122;3,81
Karaman - Silifke;780;546;149;5,23
Karaman - Tarsus;1010;707;272;3,71
Karaman - Mersin;1010;707;234;4,32
Karaman - Mut;440;308;77;5,71
Karaman - Osmaniye;1300;910;400;3,25
Karaman - Siverek;1980;1386;759;2,61
Akçaabat - Karamürsel;2150;1505;968;2,22
Akçay_Balıkesir - Karamürsel;1590;1113;333;4,77
Alaplı - Karamürsel;880;616;194;4,54
Araklı - Karamürsel;2150;1505;1014;2,12
Edremit - Karamürsel;1590;1113;333;4,77
Amasra - Karamürsel;1380;966;357;3,87
Karamürsel - Orhangazi;575;402,5;51;11,27
Bursa - Karamürsel;725;507,5;98;7,4
Biga - Karamürsel;1525;1067,5;273;5,59
Çan - Karamürsel;780;546;305;2,56
Dalaman - Karamürsel;2730;1911;718;3,8
Akçakoca - Karamürsel;835;584,5;170;4,91
Eynesil - Karamürsel;1980;1386;924;2,14
Bulancak - Karamürsel;1980;1386;836;2,37
Giresun - Karamürsel;1980;1386;851;2,33
Karamürsel - Tirebolu;1980;1386;894;2,21
Görele - Karamürsel;1980;1386;911;2,17
Havza - Karamürsel;1640;1148;574;2,86
İzmir - Karamürsel;1605;1123,5;412;3,9
Karabük - Karamürsel;1050;735;320;3,28
Araç - Karamürsel;1110;777;386;2,88
Karamürsel - Kastamonu;1255;878,5;431;2,91
Karamürsel - Manisa;1610;1127;384;4,19
Karamürsel - Merzifon;1530;1071;549;2,79
Bodrum - Karamürsel;2500;1750;661;3,78
Datça - Karamürsel;3040;2128;756;4,02
Karamürsel - Köyceğiz;2730;1911;696;3,92
Karamürsel - Ortaca;2730;1911;714;3,82
Karamürsel - M.Kemal Paşa;1120;784;178;6,29
Karamürsel - Of;2260;1582;1034;2,19
Karamürsel - Ordu;1920;1344;805;2,39
Fatsa - Karamürsel;1865;1305,5;766;2,43
Karamürsel - Ünye;1865;1305,5;745;2,5
Karamürsel - Perşembe;1920;1344;809;2,37
Karamürsel - Piraziz;1980;1386;828;2,39
Karamürsel - Sakarya;405;283,5;71;5,7
Karamürsel - Samsun;1640;1148;651;2,52
Karamürsel - Sarayköy;1605;1123,5;509;3,15
Gerze - Karamürsel;1860;1302;590;3,15
Karamürsel - Sürmene;2150;1505;1020;2,11
Karamürsel - Tekkeköy;1750;1225;670;2,61
Karamürsel - Terme;1750;1225;715;2,45
Karamürsel - Tosya;1290;903;414;3,12
Beşikdüzü - Karamürsel;2150;1505;934;2,3
Karamürsel - Trabzon;2150;1505;984;2,18
Karamürsel - Vakfıkebir;2150;1505;938;2,29
Karamürsel - Yalova;475;332,5;31;15,32
Gökçebey - Karamürsel;1185;829,5;309;3,83
Karamürsel - Kozlu;950;665;247;3,85
Karamürsel - Zonguldak;950;665;253;3,75
Adana - Karapınar;850;595;256;3,32
Adıyaman - Karapınar;2090;1463;592;3,53
Çay - Karapınar;680;476;273;2,49
Dinar - Karapınar;960;672;378;2,54
Emirdağ - Karapınar;905;633,5;327;2,77
Afyon - Karapınar;850;595;323;2,63
Karapınar - Sultandağı;680;476;253;2,69
Akçay_Balıkesir - Karapınar;1490;1043;734;2,03
Hatay - Karapınar;1245;871,5;452;2,75
Çine - Karapınar;1130;791;646;1,75
Didim - Karapınar;1470;1029;705;2,09
Aydın - Karapınar;1130;791;610;1,85
Karapınar - Kuşadası;1300;910;676;1,92
Karapınar - Söke;1300;910;654;1,99
Bandırma - Karapınar;1530;1071;720;2,13
Edremit - Karapınar;1490;1043;734;2,03
Balıkesir - Karapınar;1580;1106;648;2,44
Banaz - Karapınar;960;672;403;2,38
Beşiri - Karapınar;1980;1386;946;2,09
Bozüyük - Karapınar;1190;833;498;2,39
Bismil - Karapınar;1980;1386;883;2,24
Bolvadin - Karapınar;960;672;286;3,36
Burdur - Karapınar;905;633,5;373;2,43
Gemlik - Karapınar;1245;871,5;631;1,97
İnegöl - Karapınar;1190;833;556;2,14
Karapınar - Orhangazi;1190;833;648;1,84
Bursa - Karapınar;1190;833;603;1,97
Ceyhan - Karapınar;1130;791;306;3,69
Biga - Karapınar;1640;1148;791;2,07
Çanakkale - Karapınar;1640;1148;882;1,86
Karapınar - Lapseki;1640;1148;849;1,93
Denizli - Karapınar;1130;791;489;2,31
Karapınar - Tavas;1190;833;532;2,24
Dörtyol - Karapınar;1245;871,5;361;3,45
Eğirdir - Karapınar;905;633,5;308;2,94
Erzin - Karapınar;1245;871,5;374;3,33
Eskişehir - Karapınar;1020;714;438;2,33
Gaziantep - Karapınar;1470;1029;468;3,14
Gölbaşı (Adıyaman) - Karapınar;2090;1463;529;3,95
Karapınar - Kırıkhan;1245;871,5;433;2,88
Isparta - Karapınar;905;633,5;343;2,64
İskenderun - Karapınar;1245;871,5;389;3,2
İstanbul Avrupa - Karapınar;2035;1424,5;773;2,63
İstanbul Avrupa - Karapınar;2035;1424,5;774;2,63
İstanbul Anadolu - Karapınar;2035;1424,5;776;2,62
Karapınar - Selçuk;1300;910;659;1,97
Kahramanmaraş - Karapınar;1640;1148;453;3,62
Karacabey - Karapınar;1490;1043;680;2,19
Gebze - Karapınar;2035;1424,5;713;2,85
Karapınar - Kocaeli;2035;1424,5;664;3,06
Karapınar - Kurtalan;1865;1305,5;986;1,89
Karapınar - Kütahya;1130;791;420;2,69
Karapınar - Kula (TR);1300;910;512;2,54
Karapınar - Salihli;1300;910;558;2,33
Karapınar - Manisa;1410;987;631;2,23
Karapınar - Turgutlu;1425;997,5;598;2,38
Karapınar - Mardin;1865;1305,5;797;2,34
Karapınar - Tarsus;770;539;223;3,45
Karapınar - Mersin;770;539;251;3,07
Bodrum - Karapınar;1410;987;741;1,9
Karapınar - Marmaris;1530;1071;679;2,25
Karapınar - Muğla;1530;1071;631;2,42
Karapınar - Milas;1410;987;698;2,02
Karapınar - Yatağan;1530;1071;659;2,32
Karapınar - M.Kemal Paşa;1410;987;696;2,03
Karapınar - Nazilli;1130;791;563;2,01
Düziçi - Karapınar;1020;714;374;2,73
Karapınar - Payas;1245;871,5;369;3,37
Karapınar - Sakarya;2020;1414;630;3,21
Karapınar - Sarayköy;1130;791;505;2,24
Karapınar - Susurluk;1410;987;677;2,08
Karapınar - Şanlıurfa;1750;1225;613;2,85
Karapınar - Siverek;1865;1305,5;702;2,66
Karapınar - Şarkikaraağaç;905;633,5;226;4
Karapınar - Uşak;1020;714;435;2,34
Karapınar - Yalova;1470;1029;670;2,19
Aksaray - Kağızman;2090;1463;978;2,14
Amasya - Kağızman;1695;1186,5;753;2,25
Ankara - Kağızman;1750;1225;1072;1,63
Antalya - Kağızman;2090;1463;1434;1,46
Kağızman - Manavgat;2090;1463;1360;1,54
Kağızman - Serik;2090;1463;1397;1,5
Aşkale - Kağızman;790;553;246;3,21
Beyşehir - Kağızman;2320;1624;1215;1,91
Bolu - Kağızman;1750;1225;1159;1,51
Bursa - Kağızman;2090;1463;1464;1,43
Düzce - Kağızman;1920;1344;1206;1,59
Erzincan - Kağızman;1190;833;384;3,1
Erzurum - Kağızman;790;553;194;4,07
Eynesil - Kağızman;1470;1029;532;2,76
Fethiye - Kağızman;3050;2135;1630;1,87
Bulancak - Kağızman;1470;1029;568;2,59
Kağızman - Tirebolu;1530;1071;510;3
Görele - Kağızman;1530;1071;519;2,95
Gümüşhane - Kağızman;1300;910;394;3,3
Horasan - Kağızman;790;553;110;7,18
Iğdır - Kağızman;395;276,5;100;3,95
Kağızman - Tuzluca;385;269,5;62;6,21
İmranlı - Kağızman;1580;1106;525;3,01
İstanbul Avrupa - Kağızman;1920;1344;1421;1,35
İstanbul Avrupa - Kağızman;1920;1344;1422;1,35
İstanbul Anadolu - Kağızman;1920;1344;1423;1,35
İzmir - Kağızman;2090;1463;1654;1,26
Kağızman - Karabük;2660;1862;1119;2,38
Kağızman - Kayseri;2320;1624;828;2,8
Kağızman - Kırıkkale;1750;1225;998;1,75
Gebze - Kağızman;1920;1344;1361;1,41
Kağızman - Kocaeli;2035;1424,5;1312;1,55
Kağızman - Konya;2320;1624;1129;2,05
Kağızman - Seydişehir;2320;1624;1228;1,89
Kağızman - Mercan;1190;833;283;4,2
Kağızman - Merzifon;2090;1463;796;2,63
Göreme - Kağızman;2090;1463;902;2,32
Avanos - Kağızman;2090;1463;887;2,36
Kağızman - Nevşehir;2090;1463;902;2,32
Kağızman - Ordu;1530;1071;598;2,56
Kağızman - Osmancık;2200;1540;859;2,56
Kağızman - Pasinler;790;553;156;5,06
Kağızman - Sakarya;1920;1344;1278;1,5
Gerze - Kağızman;2090;1463;874;2,39
Kağızman - Suşehri;1580;1106;524;3,02
Kağızman - Şarkışla;1640;1148;711;2,31
Kağızman - Tercan;1190;833;283;4,2
Kağızman - Torul;1300;910;415;3,13
Kağızman - Tosya;1920;1344;934;2,06
Kağızman - Yerköy;1640;1148;896;1,83
Akdağmadeni - Kağızman;1640;1148;755;2,17
Kağızman - Yozgat;1750;1225;855;2,05
Kağızman - Sorgun;1750;1225;820;2,13
Kağızman - Zara;1580;1106;564;2,8
Aksaray - Selim (Kars);2090;1463;956;2,19
Amasya - Selim (Kars);1750;1225;731;2,39
Antalya - Selim (Kars);2090;1463;1412;1,48
Manavgat - Selim (Kars);2090;1463;1338;1,56
Selim (Kars) - Serik;2090;1463;1375;1,52
Aşkale - Selim (Kars);790;553;224;3,53
Beyşehir - Selim (Kars);2090;1463;1193;1,75
Bozüyük - Selim (Kars);1920;1344;1336;1,44
Bolu - Selim (Kars);1750;1225;1137;1,54
İnegöl - Selim (Kars);1920;1344;1395;1,38
Bursa - Selim (Kars);1980;1386;1441;1,37
Çarşamba - Selim (Kars);1980;1386;689;2,87
Düzce - Selim (Kars);1750;1225;1183;1,48
Erzincan - Selim (Kars);1130;791;361;3,13
Erzurum - Selim (Kars);790;553;172;4,59
Eskişehir - Selim (Kars);1850;1295;1292;1,43
Eynesil - Selim (Kars);1810;1267;509;3,56
Fethiye - Selim (Kars);2990;2093;1607;1,86
Bulancak - Selim (Kars);1810;1267;546;3,32
Giresun - Selim (Kars);1810;1267;531;3,41
Selim (Kars) - Tirebolu;1530;1071;487;3,14
Görele - Selim (Kars);1530;1071;496;3,08
Gümüşhane - Selim (Kars);1360;952;371;3,67
Horasan - Selim (Kars);790;553;87;9,08
Iğdır - Selim (Kars);450;315;166;2,71
Selim (Kars) - Tuzluca;450;315;127;3,54
İstanbul Avrupa - Selim (Kars);1920;1344;1399;1,37
İstanbul Avrupa - Selim (Kars);1920;1344;1399;1,37
İstanbul Anadolu - Selim (Kars);1920;1344;1401;1,37
İzmir - Selim (Kars);2090;1463;1631;1,28
Karabük - Selim (Kars);2660;1862;1097;2,42
Safranbolu - Selim (Kars);2660;1862;1108;2,4
Araç - Selim (Kars);2660;1862;1028;2,59
Kastamonu - Selim (Kars);2540;1778;981;2,59
Kayseri - Selim (Kars);2600;1820;805;3,23
Gebze - Selim (Kars);1920;1344;1339;1,43
Kocaeli - Selim (Kars);1920;1344;1289;1,49
Konya - Selim (Kars);2320;1624;1106;2,1
Selim (Kars) - Seydişehir;2090;1463;1206;1,73
Mercan - Selim (Kars);1130;791;261;4,33
Merzifon - Selim (Kars);1750;1225;774;2,26
Göreme - Selim (Kars);2090;1463;879;2,38
Avanos - Selim (Kars);2090;1463;864;2,42
Nevşehir - Selim (Kars);2090;1463;879;2,38
Ordu - Selim (Kars);1810;1267;575;3,15
Osmancık - Selim (Kars);1750;1225;836;2,09
Pasinler - Selim (Kars);790;553;133;5,94
Perşembe - Selim (Kars);1810;1267;591;3,06
Piraziz - Selim (Kars);1810;1267;555;3,26
Sakarya - Selim (Kars);1865;1305,5;1255;1,49
Samsun - Selim (Kars);1980;1386;734;2,7
Gerze - Selim (Kars);2090;1463;851;2,46
Selim (Kars) - Suşehri;1410;987;502;2,81
Şarkışla - Selim (Kars);1640;1148;689;2,38
Selim (Kars) - Tercan;1130;791;261;4,33
Selim (Kars) - Torul;1360;952;393;3,46
Selim (Kars) - Tosya;1750;1225;911;1,92
Beşikdüzü - Selim (Kars);1640;1148;521;3,15
Selim (Kars) - Vakfıkebir;1640;1148;518;3,17
Aksaray - Kars;2090;1463;987;2,12
Antalya - Kars;2090;1463;1443;1,45
Kars - Manavgat;2090;1463;1369;1,53
Kars - Serik;2090;1463;1406;1,49
Aşkale - Kars;790;553;255;3,1
Beyşehir - Kars;2090;1463;1224;1,71
Bursa - Kars;1980;1386;1473;1,34
Erzurum - Kars;790;553;203;3,89
Eynesil - Kars;1810;1267;541;3,35
Fethiye - Kars;2990;2093;1639;1,82
Bulancak - Kars;1810;1267;577;3,14
Kars - Tirebolu;1530;1071;519;2,95
Görele - Kars;1530;1071;528;2,9
Gümüşhane - Kars;1360;952;403;3,37
İstanbul Avrupa - Kars;1920;1344;1430;1,34
İstanbul Avrupa - Kars;1920;1344;1431;1,34
İstanbul Anadolu - Kars;1920;1344;1432;1,34
İzmir - Kars;2090;1463;1663;1,26
Karabük - Kars;2660;1862;1128;2,36
Kars - Kayseri;2600;1820;837;3,11
Gebze - Kars;1920;1344;1370;1,4
Kars - Kocaeli;1920;1344;1321;1,45
Kars - Konya;2320;1624;1138;2,04
Kars - Seydişehir;2090;1463;1237;1,69
Kars - Mercan;1130;791;292;3,87
Kars - Merzifon;1750;1225;805;2,17
Göreme - Kars;2090;1463;911;2,29
Avanos - Kars;2090;1463;896;2,33
Kars - Nevşehir;2090;1463;911;2,29
Kars - Ordu;1810;1267;607;2,98
Kars - Pasinler;790;553;165;4,79
Kars - Sakarya;1865;1305,5;1287;1,45
Gerze - Kars;2090;1463;883;2,37
Kars - Şarkışla;1640;1148;720;2,28
Kars - Tercan;1130;791;292;3,87
Kars - Torul;1360;952;424;3,21
Kars - Tosya;1750;1225;943;1,86
Ankara - Araç;680;476;227;3
Alanya - Araç;2035;1424,5;774;2,63
Araç - Kemer;2090;1463;790;2,65
Araç - Kumluca;2090;1463;843;2,48
Araç - Araklı;2150;1505;699;3,08
Araç - Çine;2850;1995;843;3,38
Araç - Söke;2800;1960;852;3,29
Araç - Banaz;1990;1393;545;3,65
Araç - Bartın;1075;752,5;134;8,02
Araç - Bilecik;1650;1155;415;3,98
Araç - Bozüyük;1650;1155;444;3,72
Araç - Bolu;849;594,3;200;4,25
Araç - Gemlik;1730;1211;449;3,85
Araç - Ceyhan;1920;1344;788;2,44
Araç - Çaycuma;905;633,5;142;6,37
Araç - Çivril;2090;1463;607;3,44
Araç - Denizli;2090;1463;687;3,04
Araç - Dörtyol;2320;1624;843;2,75
Araç - Düzce;1020;714;246;4,15
Araç - Erfelek;675;472,5;224;3,01
Araç - Erzin;2320;1624;856;2,71
Araç - Erzurum;2370;1659;863;2,75
Araç - Eskişehir;1650;1155;446;3,7
Araç - Eynesil;2200;1540;609;3,61
Araç - Finike;2320;1624;853;2,72
Araç - Bulancak;2200;1540;521;4,22
Araç - Tirebolu;2090;1463;579;3,61
Araç - Gölcük;1110;777;367;3,02
Araç - Görele;2090;1463;596;3,51
Araç - Gümüşhane;1980;1386;695;2,85
Araç - Kırıkhan;2320;1624;891;2,6
Araç - Iğdır;2540;1778;1146;2,22
Araç - Isparta;1865;1305,5;633;2,95
Araç - İskenderun;2320;1624;871;2,66
Araç - İstanbul Avrupa;1175;822,5;462;2,54
Araç - İstanbul Anadolu;1175;822,5;464;2,53
Araç - Safranbolu;430;301;60;7,17
Araç - Kağızman;2540;1778;1050;2,42
Araç - Kars;2660;1862;1059;2,51
Araç - Keçiborlu;1865;1305,5;594;3,14
Araç - Kırklareli;2080;1456;671;3,1
Araç - Gebze;1190;833;402;2,96
Araç - Seydişehir;1865;1305,5;606;3,08
Araç - Kütahya;1780;1246;521;3,42
Araç - Mucur;1865;1305,5;385;4,84
Araç - Datça;3630;2541;944;3,85
Araç - Milas;2850;1995;896;3,18
Araç - M.Kemal Paşa;2030;1421;560;3,63
Araç - Niğde;1640;1148;538;3,05
Araç - Of;1245;871,5;719;1,73
Araç - Ordu;1920;1344;490;3,92
Araç - Payas;2320;1624;851;2,73
Araç - Polatlı;960;672;288;3,33
Araç - Rize;1245;871,5;744;1,67
Araç - Susurluk;2030;1421;584;3,48
Araç - Sürmene;2150;1505;705;3,05
Araç - Çorlu;1850;1295;568;3,26
Araç - Torul;1980;1386;673;2,94
Araç - Uşak;1970;1379;578;3,41
Araç - Yalova;1550;1085;417;3,72
Kahta - Kastamonu;2770;1939;909;3,05
Adıyaman - Kastamonu;2770;1939;875;3,17
Afyon - Kastamonu;1530;1071;504;3,04
Kastamonu - Sandıklı;1640;1148;569;2,88
Ankara - Kastamonu;735;514,5;240;3,06
Alanya - Kastamonu;2035;1424,5;731;2,78
Kastamonu - Kemer;2035;1424,5;829;2,45
Antalya - Kastamonu;1920;1344;728;2,64
Kastamonu - Kumluca;2150;1505;881;2,44
Kastamonu - Manavgat;2035;1424,5;695;2,93
Kastamonu - Serik;1980;1386;732;2,7
Araklı - Kastamonu;1695;1186,5;653;2,6
Çine - Kastamonu;2970;2079;881;3,37
Banaz - Kastamonu;2160;1512;583;3,7
Bartın - Kastamonu;1110;777;181;6,13
Bilecik - Kastamonu;1660;1162;460;3,61
Bozüyük - Kastamonu;1850;1295;489;3,78
Boyabat - Kastamonu;405;283,5;111;3,65
Bucak - Kastamonu;1810;1267;715;2,53
Burdur - Kastamonu;1750;1225;670;2,61
Çankırı - Kastamonu;395;276,5;106;3,73
Çaycuma - Kastamonu;995;696,5;189;5,26
Çivril - Kastamonu;2070;1449;645;3,21
Denizli - Kastamonu;2190;1533;725;3,02
Erfelek - Kastamonu;675;472,5;178;3,79
Erzurum - Kastamonu;2260;1582;816;2,77
Eskişehir - Kastamonu;1850;1295;485;3,81
Eynesil - Kastamonu;1580;1106;563;2,81
Finike - Kastamonu;2150;1505;891;2,41
Bulancak - Kastamonu;1580;1106;475;3,33
Kastamonu - Tirebolu;1530;1071;533;2,87
Gölbaşı (Adıyaman) - Kastamonu;2770;1939;812;3,41
Görele - Kastamonu;1530;1071;550;2,78
Gümüşhane - Kastamonu;1920;1344;650;2,95
Iğdır - Kastamonu;2540;1778;1099;2,31
Isparta - Kastamonu;1750;1225;671;2,61
İstanbul Avrupa - Kastamonu;1355;948,5;507;2,67
İstanbul Avrupa - Kastamonu;1355;948,5;508;2,67
İstanbul Anadolu - Kastamonu;1355;948,5;509;2,66
İzmir - Kastamonu;2320;1624;824;2,82
Kahramanmaraş - Kastamonu;2320;1624;712;3,26
Karabük - Kastamonu;505;353,5;113;4,47
Kastamonu - Safranbolu;505;353,5;106;4,76
Kağızman - Kastamonu;2540;1778;1003;2,53
Kars - Kastamonu;2540;1778;1012;2,51
Kastamonu - Kayseri;1580;1106;467;3,38
Kastamonu - Keçiborlu;1750;1225;632;2,77
Kastamonu - Kırıkkale;1020;714;210;4,86
Kastamonu - Lüleburgaz;2090;1463;658;3,18
Kastamonu - Kırklareli;2260;1582;717;3,15
Kastamonu - Kırşehir;1580;1106;319;4,95
Gebze - Kastamonu;1380;966;447;3,09
Kastamonu - Seydişehir;1865;1305,5;563;3,31
Kastamonu - Kütahya;1840;1288;561;3,28
Kastamonu - Mucur;1865;1305,5;342;5,45
Datça - Kastamonu;3560;2492;982;3,63
Kastamonu - Yatağan;3030;2121;895;3,39
Kastamonu - M.Kemal Paşa;2135;1494,5;605;3,53
Kastamonu - Of;1810;1267;673;2,69
Kastamonu - Ordu;1530;1071;444;3,45
Kastamonu - Polatlı;960;672;326;2,94
Kastamonu - Rize;1810;1267;698;2,59
Gerze - Kastamonu;655;458,5;169;3,88
Kastamonu - Susurluk;2135;1494,5;629;3,39
Kastamonu - Sürmene;1695;1186,5;659;2,57
Çorlu - Kastamonu;1970;1379;613;3,21
Kastamonu - Torul;1920;1344;627;3,06
Kastamonu - Uşak;2200;1540;616;3,57
Bolu - Taşköprü;1335;934,5;289;4,62
Düzce - Taşköprü;1440;1008;336;4,29
Erfelek - Taşköprü;870;609;134;6,49
İstanbul Avrupa - Taşköprü;1660;1162;552;3,01
İstanbul Anadolu - Taşköprü;1605;1123,5;553;2,9
Karabük - Taşköprü;620;434;156;3,97
Gebze - Taşköprü;1660;1162;491;3,38
Kocaeli - Taşköprü;1570;1099;442;3,55
Sakarya - Taşköprü;1800;1260;408;4,41
Gerze - Taşköprü;760;532;125;6,08
Adana - Kayseri;1130;791;306;3,69
Kahta - Kayseri;1810;1267;453;4
Çay - Kayseri;1695;1186,5;474;3,58
Dinar - Kayseri;1810;1267;580;3,12
Kayseri - Sandıklı;1920;1344;591;3,25
Kayseri - Patnos;2490;1743;861;2,89
Ağrı - Kayseri;2260;1582;814;2,78
Akçaabat - Kayseri;2200;1540;602;3,65
Akçay_Balıkesir - Kayseri;2710;1897;951;2,85
Aksaray - Kayseri;680;476;157;4,33
Alaplı - Kayseri;1580;1106;618;2,56
Altınoluk - Kayseri;3050;2135;951;3,21
Kayseri - Kemer;1920;1344;659;2,91
Antalya - Kayseri;1810;1267;613;2,95
Kayseri - Manavgat;1810;1267;539;3,36
Kayseri - Serik;1810;1267;576;3,14
Araklı - Kayseri;2200;1540;614;3,58
Arhavi - Kayseri;2260;1582;739;3,06
Hopa - Kayseri;2260;1582;750;3,01
Aşkale - Kayseri;1810;1267;582;3,11
Çine - Kayseri;2430;1701;847;2,87
Didim - Kayseri;2430;1701;907;2,68
Aydın - Kayseri;1920;1344;811;2,37
Edremit - Kayseri;2710;1897;951;2,85
Balıkesir - Kayseri;2260;1582;865;2,61
Beyşehir - Kayseri;1300;910;394;3,3
Kayseri - Yeniçağa;1360;952;481;2,83
Bucak - Kayseri;1580;1106;613;2,58
Çan - Kayseri;2660;1862;923;2,88
Çarşamba - Kayseri;1750;1225;501;3,49
Alaca - Kayseri;1130;791;241;4,69
Denizli - Kayseri;1810;1267;691;2,62
Kayseri - Tavas;2260;1582;733;3,08
Devrek - Kayseri;1580;1106;539;2,93
Akçakoca - Kayseri;1580;1106;602;2,62
Ergani - Kayseri;1920;1344;506;3,79
Erzincan - Kayseri;1580;1106;449;3,52
Eynesil - Kayseri;2150;1505;555;3,87
Fethiye - Kayseri;2370;1659;809;2,93
Espiye - Kayseri;2150;1505;514;4,18
Görele - Kayseri;2200;1540;542;4,06
Gümüşhane - Kayseri;1580;1106;553;2,86
Isparta - Kayseri;1470;1029;544;2,7
İmranlı - Kayseri;850;595;302;2,81
İstanbul Avrupa - Kayseri;2260;1582;780;2,9
Kayseri - Selçuk;2260;1582;861;2,62
Karabük - Kayseri;1580;1106;522;3,03
Kayseri - Safranbolu;1580;1106;533;2,96
Araç - Kayseri;1865;1305,5;510;3,66
Kayseri - Keşap;2150;1505;496;4,33
Kayseri - Kırıkkale;1130;791;256;4,41
Kayseri - Lüleburgaz;2710;1897;931;2,91
Akşehir - Kayseri;1470;1029;430;3,42
Ilgın - Kayseri;1410;987;384;3,67
Kayseri - Konya;1020;714;308;3,31
Kayseri - Seydişehir;1470;1029;407;3,61
Kayseri - Küçükkuyu;3050;2135;1012;3,01
Kayseri - Kütahya;1920;1344;622;3,09
Kayseri - Mengen (TR);1580;1106;499;3,17
Kayseri - Mercan;1580;1106;545;2,9
Bodrum - Kayseri;2430;1701;943;2,58
Datça - Kayseri;2710;1897;948;2,86
Kayseri - Marmaris;2430;1701;881;2,76
Kayseri - Milas;2430;1701;900;2,7
Kayseri - Yatağan;2430;1701;861;2,82
Kayseri - M.Kemal Paşa;2150;1505;796;2,7
Kayseri - Nazilli;1920;1344;765;2,51
Göreme - Kayseri;385;269,5;81;4,75
Kayseri - Nevşehir;385;269,5;81;4,75
Kayseri - Of;2260;1582;634;3,56
Kayseri - Ordu;2035;1424,5;458;4,44
Kayseri - Ünye;1865;1305,5;420;4,44
Kayseri - Perşembe;2035;1424,5;461;4,41
Kayseri - Piraziz;2150;1505;480;4,48
Ardeşen - Kayseri;2260;1582;706;3,2
Çayeli - Kayseri;2260;1582;680;3,32
Kayseri - Samsun;1470;1029;457;3,22
Kavak - Kayseri;1410;987;417;3,38
Kayseri - Sarayköy;1810;1267;706;2,56
Kayseri - Sarıkaya;450;315;133;3,38
Kayseri - Sivas;850;595;200;4,25
Kayseri - Şarkışla;565;395,5;118;4,79
Kayseri - Susurluk;2150;1505;820;2,62
Kayseri - Sürmene;2200;1540;620;3,55
Kayseri - Şarkikaraağaç;1470;1029;428;3,43
Çorlu - Kayseri;2710;1897;886;3,06
Kayseri - Tekirdağ;2820;1974;912;3,09
Kayseri - Tekkeköy;1750;1225;476;3,68
Kayseri - Tercan;1580;1106;545;2,9
Kayseri - Terme;1750;1225;444;3,94
Kayseri - Torul;1580;1106;508;3,11
Beşikdüzü - Kayseri;2200;1540;565;3,89
Kayseri - Trabzon;2200;1540;599;3,67
Kayseri - Vakfıkebir;2200;1540;569;3,87
Boğazlıyan - Kayseri;450;315;96;4,69
Kayseri - Sorgun;735;514,5;176;4,18
Kayseri - Zara;850;595;268;3,17
Ereğli_Kdz - Kayseri;1750;1225;603;2,9
Ereğli_Kdz - Kayseri;1750;1225;603;2,9
